TaxonName,Locality,MaterialType,AltitudeFrom,AltitudeTo,CoordLatDD,CoordLongDD,CountryName,ItemAccNoFull,ItemLocationCode,AccNoCons,CollNo,DetType,ProvenanceCode,AtrA_Variant,Collector,ItemSpecCount
Narcissus bulbocodium,,seed,,,,,,1974-1293.02,HUBC,14158/0-0157-1974,,,G,,,1
Equisetum telmateia subsp. braunii,"Rosemary's Bog, Burnaby",plant,7,,49.216667,-123,Canada,1977-0034.01,1B29,14167/0-0284-1977,AAR.77029,,W,,"Rose, Allan A.",1
Brodiaea coronaria subsp. coronaria,"Cadboro Pt.,V.I.",seed,,,,,Canada,1974-1303.01,LNA6,14184/0-0268-1974,,,W,,,1
Brodiaea coronaria subsp. coronaria,"Cadboro Pt.,V.I.",seed,,,,,Canada,1974-1303.02,HUBC,14184/0-0268-1974,,,W,,,1
Ranunculus occidentalis var. occidentalis,"Louise Is.,QCI",plant,,,,,Canada,1976-0642.02,HUBC,14242/0-0099-1976,RLT.6493,,W,,"Taylor, Roy Lewis",1
Arctostaphylos × media,"6m e of Cheekye,Pemberton Hwy.,BC",plant,,,,,Canada,1977-0041.02,1K09,14272/0-0284-1977,AAR.77074,,W,,"Rose, Allan A.",1
Arctostaphylos × media,"6m e of Cheekye,Pemberton Hwy.,BC",plant,,,,,Canada,1977-0041.03,LNA1,14272/0-0284-1977,AAR.77074,,W,,"Rose, Allan A.",1
Arctostaphylos × media,"6m e of Cheekye,Pemberton Hwy.,BC",plant,,,,,Canada,1977-0041.04,HUBC,14272/0-0284-1977,AAR.77074,,W,,"Rose, Allan A.",1
Macleaya cordata,,plant,,,,,,1977-0061.02,HUBC,14310/0-0312-1977,,,U,,,1
Cytisus × kewensis,,plant,,,,,,1977-0074.02,LEU3,14325/0-0117-1977,,,G,,,1
Psephellus simplicicaulis,,plant,,,,,,1977-0081.01,LAM,14333/0-0558-1977,,,G,,,1
Psephellus simplicicaulis,,plant,,,,,,1977-0081.02,LTC1,14333/0-0558-1977,,,G,,,2
Psephellus simplicicaulis,,plant,,,,,,1977-0081.03,HUBC,14333/0-0558-1977,,,G,,,1
Acer tataricum subsp. ginnala 'Durand Dwarf',,plant,,,,,,1977-0111.02,HUBC,14381/0-0223-1977,,,U,,,1
Magnolia stellata,,plant,,,,,,1977-0115.01,3ACB,14385/0-0223-1977,,,G,,,1
Magnolia stellata,,plant,,,,,,1977-0115.02,3ACB,14385/0-0223-1977,,,G,,,1
Magnolia stellata,,plant,,,,,,1977-0115.03,3AD4,14385/0-0223-1977,,,G,,,1
Magnolia stellata,,plant,,,,,,1977-0115.04,HUBC,14385/0-0223-1977,,,G,,,1
Magnolia stellata,,plant,,,,,,1977-0115.05,HUBC,14385/0-0223-1977,,,G,,,1
Magnolia stellata,,plant,,,,,,1977-0115.06,HUBC,14385/0-0223-1977,,,G,,,1
Lupinus polyphyllus var. pallidipes,"in campground at Yard Creek Loop along river on west bank, Sicamous",plant,549,,50.916667,-117.166667,Canada,1976-0669.01,1B26,14429/0-0284-1976,AAR.76312,,W,,"Rose, Allan A.",1
Epilobium canum subsp. latifolium,,plant,,,,,,1977-0134.01,LNA6,14445/0-0369-1977,,,G,,,1
Epilobium canum subsp. latifolium,,plant,,,,,,1977-0134.02,1M09,14445/0-0369-1977,,,G,,,6
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.01,LAS5,14481/0-0330-1977,,,W,,,1
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.02,1P02,14481/0-0330-1977,,,W,,,2
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.04,3AB6,14481/0-0330-1977,,,W,,,3
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.05,LAS3,14481/0-0330-1977,,,W,,,1
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.06,LAS3,14481/0-0330-1977,,,W,,,1
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.07,HUBC,14481/0-0330-1977,,,W,,,1
Mukdenia rossii,,plant,,,,,South Korea,1977-0152.08,HUBC,14481/0-0330-1977,,,W,,,1
Cupressus nootkatensis,"Callaghan Lake, Pemberton.12 miles north east of Daisy Lake",plant,2135,,50.183333,-122.833333,Canada,1977-0160.01,1B26,14507/0-0284-1977,AAR.77361,,W,,"Rose, Allan A.",1
Comarum palustre,"Elkford,BC",plant,,,,,Canada,1977-0169.01,1B33,14516/0-0284-1977,AAR.77675,,W,,"Rose, Allan A.",2
Rubus pubescens var. pubescens,"Taylor Rd.100 Mile House, 6 miles south of 100 Mile House, off of highway 24",plant,915,,51.5,-120.766667,Canada,1977-0186.01,1B34,14534/0-0284-1977,AAR.77443,,W,,"Rose, Allan A.",1
Salix bebbiana,"Taylor Rd.100 Mile House, 6 miles south of 100 Mile House, off of highway 24",plant,915,,51.5,-120.766667,Canada,1977-0188.01,1B26,14536/0-0284-1977,AAR.77445,,W,,"Rose, Allan A.",1
Oxalis oregana,Slim Inl.Moresby Is.,plant,,,,,Canada,1977-0225.02,HUBC,14576/0-0099-1977,RLT.6528,,W,,"Taylor, Roy Lewis",1
Oxalis oregana,Slim Inl.Moresby Is.,plant,,,,,Canada,1977-0225.03,HUBC,14576/0-0099-1977,RLT.6528,,W,,"Taylor, Roy Lewis",1
Viburnum buddleifolium,,plant,,,,,,1971-0235.02,HUBC,14588/0-0117-1971,,,U,,,1
Pulsatilla cernua,,seed,,,,,,1977-0271.02,HUBC,14639/0-0369-1977,,,U,,,1
Alnus rubra,,plant,,,,,,1977-0274.02,1B31,14644/0-0055-1977,,,G,cut-leaf selection,,1
Callicarpa cathayana,,seed,,,,,,1976-0703.01,3AD7,14675/0-0334-1976,,,G,,,1
× Phylliopsis hillieri 'Pinocchio',,unrooted cutting,,,,,,1976-0706.03,1P01,14694/0-5085-1976,,,G,,,1
Populus × generosa,,unrooted cutting,,,,,,1977-0282.01,1B24,14698/0-0129-1977,,,G,,,1
Populus × generosa,,unrooted cutting,,,,,,1977-0282.02,1B18,14698/0-0129-1977,,,G,,,1
Ceratostigma plumbaginoides,?coll.China,plant,,,,,China,1977-0304.01,LAS1,14762/0-0055-1977,,,W,,,many
Ceratostigma plumbaginoides,?coll.China,plant,,,,,China,1977-0304.02,HUBC,14762/0-0055-1977,,,W,,,1
Chamaecyparis obtusa 'Verdon',,unrooted cutting,,,,,,1977-0317.01,LAS3,14785/0-0188-1977,,,G,,,1
Pinus pumila 'Glauca',,unrooted cutting,,,,,,1976-0727.01,LAS1,14793/0-0188-1976,,,G,,,1
Pinus contorta 'Minima',,unrooted cutting,,,,,,1976-0728.01,LNA2,14794/0-0188-1976,,,G,,,1
Pinus contorta 'Minima',,unrooted cutting,,,,,,1976-0728.02,LNA6,14794/0-0188-1976,,,G,,,1
Tsuga canadensis 'Abbott's Pygmy',,unrooted cutting,,,,,,1976-0731.01,LNA4,14805/0-0188-1976,,,G,,,1
Rhododendron degronianum subsp. heptamerum var. kyomaruense,,plant,,,,,,1976-0734.01,3AF8,14818/0-0166-1976,,,G,,,1
Rhododendron nakaharae,,plant,,,,,,1976-0735.01,3AE2,14819/0-0166-1976,,,G,,,1
Rhododendron sanguineum,,plant,,,,,,1976-0736.02,3AB8,14821/0-0166-1976,,,G,,,2
Cupressus nootkatensis,,unrooted cutting,,,,,,1977-0321.01,1B20,14833/0-0104-1977,,,G,,,1
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.01,3AD1,14841/0-0104-1977,,,G,,,1
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.03,3AS2,14841/0-0104-1977,,,G,,,1
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.04,3AB6,14841/0-0104-1977,,,G,,,1
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.06,3ABA,14841/0-0104-1977,,,G,,,1
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.07,3AD1,14841/0-0104-1977,,,G,,,1
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.08,3AH3,14841/0-0104-1977,,,G,,,4
Thujopsis dolabrata,,unrooted cutting,,,,,,1977-0325.09,HUBC,14841/0-0104-1977,,,G,,,1
Picea jezoensis var. microsperma,Kirin Prov.,seed,,,,,China,1976-0738.01,FS03,14848/0-0098-1976,,,W,,,1
Pinus koraiensis,Kirin Prov.(?wild),seed,,,,,China,1976-0739.01,3AS3,14849/0-0098-1976,,,W,,,1
Rehderodendron macrocarpum,,plant,,,,,,1976-0740.01,3AA3,14865/0-0050-1976,,,G,,,1
Rehderodendron macrocarpum,,plant,,,,,,1976-0740.02,HUBC,14865/0-0050-1976,,,G,,,1
Rehderodendron macrocarpum,,plant,,,,,,1976-0740.03,HUBC,14865/0-0050-1976,,,G,,,1
Sorbus arranensis,,scion,,,,,,1976-0741.01,1X01,14870/0-0010-1976,,,G,,,3
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.01,3AF1,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.03,3AH8,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.04,3AH5,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.05,3AF7,14872/0-0055-1975,,,G,,,3
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.06,3AD2,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.07,3AD9,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.08,3AC9,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.09,3AH2,14872/0-0055-1975,,,G,,,1
Viburnum rhytidophyllum,,unrooted cutting,,,,,,1975-0955.10,HUBC,14872/0-0055-1975,,,G,,,1
Picea breweriana,?wild coll.,plant,,,,,United States of America,1977-0330.01,LTC2,14875/0-0355-1977,,,G,,,1
Rhododendron sp.,"Bara Pokhari Lehk,98",seed,,,,,Nepal,1976-0743.01,3AA2,14879/0-5132-1976,Whittaker 0006,,W,,"Whittaker, Beth",1
Rhododendron sp.,"Bara Pokhari Lehk,98",seed,,,,,Nepal,1976-0743.02,3AA2,14879/0-5132-1976,Whittaker 0006,,W,,"Whittaker, Beth",1
Chamaedaphne calyculata,"Mud Creek,BC",plant,,,,,Canada,1977-0339.03,HUBC,14895/0-0284-1977,AAR.77638,,W,,"Rose, Allan A.",1
Erythronium americanum,,bulb,,,,,,1977-0388.01,LNA3,14953/0-0273-1977,,,G,,,3
Trillium pusillum,,rhizome,,,,,,1977-0413.01,LNA3,14979/0-0273-1977,,,G,,,1
Trillium pusillum,,rhizome,,,,,,1977-0413.02,HUBC,14979/0-0273-1977,,,G,,,1
Bletilla striata,,plant,,,,,,1974-1311.01,LAS4,15010/0-0156-1974,,,G,,,1
Bletilla striata,,plant,,,,,,1974-1311.02,LAS4,15010/0-0156-1974,,,G,,,1
Bletilla striata,,plant,,,,,,1974-1311.03,LAS3,15010/0-0156-1974,,,G,,,1
Bletilla striata,,plant,,,,,,1974-1311.04,LAS3,15010/0-0156-1974,,,G,,,2
Bletilla striata,,plant,,,,,,1974-1311.05,HUBC,15010/0-0156-1974,,,G,,,1
Rodgersia pinnata,,plant,,,,,,1974-1313.01,3AE8,15015/0-0156-1974,,,G,,,1
Rhododendron 'Sir Charles Lemon',,balled & burlapped plant,,,,,,1977-0428.01,3AA3,15023/0-0163-1977,,,G,,,1
Prunus serrula,,plant,,,,,,1977-0430.02,HUBC,15037/0-0305-1977,,,U,,,1
Berberis verruculosa,,plant,,,,,,1974-1316.03,HUBC,15072/0-0156-1974,,,U,,,1
Pieris floribunda,,plant,,,,,,1974-1318.02,HUBC,15076/0-0156-1974,,,U,,,1
Rhododendron decorum subsp. decorum,,plant,,,,,,1974-1319.01,3AH8,15078/0-0156-1974,,,G,,,1
Rhododendron 'Mrs. Betty Robertson',,plant,,,,,,1974-1324.02,8N01,15089/0-0156-1974,,,G,,,1
Rhododendron 'Little Bert',,plant,,,,,,1974-1326.02,8N01,15093/0-0156-1974,,,G,,,1
Rhododendron 'Medusa',,plant,,,,,,1974-1327.02,8N01,15094/0-0156-1974,,,G,,,1
Rhododendron 'Olympic Lady',,plant,,,,,,1974-1328.02,8N01,15095/0-0156-1974,,,G,,,1
Rhododendron 'Unique',,plant,,,,,,1974-1329.02,8N01,15098/0-0156-1974,,,G,,,1
Acer palmatum 'O sakazuki',,plant,,,,,,1972-0776.02,3AE1,15114/0-0117-1972,,,G,,,1
Viburnum × bodnantense 'Dawn',,plant,,,,,,1972-0778.04,1P02,15121/0-0117-1972,,,G,,,1
Viburnum × bodnantense 'Dawn',,plant,,,,,,1972-0778.05,1P03,15121/0-0117-1972,,,G,,,6
Tsuga canadensis,,unknown,,,,,,1977-0432.01,8N02,15128/0-0104-1977,,,G,,,336
Rhododendron cinnabarinum,,plant,,,,,,1973-0755.01,3AH2,15134/0-0075-1973,,aff.,U,,,1
Rhododendron cinnabarinum,,plant,,,,,,1973-0755.02,3AH2,15134/0-0075-1973,,aff.,U,,,1
Rhododendron pemakoense Patulum Group,,unknown,,,,,,1985-0020.01,3AE3,15137/0-0075-1985,,,G,,,2
Physocarpus capitatus 'Tilden Park',,plant,,,,,,1977-0437.04,HUBC,15160/0-0124-1977,,,U,,,1
Pinus contorta,,plant,,,,,,1972-0779.01,1P,15164/0-0117-1972,,,G,,,1
Pinus nigra,,plant,,,,,,1972-0780.01,1P03,15165/0-0117-1972,,,G,,,2
Pinus nigra,,plant,,,,,,1972-0780.02,1P02,15165/0-0117-1972,,,G,,,1
Pinus nigra,,plant,,,,,,1972-0780.88,8N02,15165/0-0117-1972,,,G,,,6
Quercus robur,,plant,,,,,,1972-0781.01,1S02,15166/0-0117-1972,,,G,,,1
Quercus palustris,"revived record, collection information lost",plant,,,,,United States of America,1972-0782.01,1E01,15167/0-0117-1972,,,W,,,2
Cedrus deodara,,unknown,,,,,,1977-0440.01,3AS1,15170/0-0075-1977,,,U,,,4
Cedrus deodara,,unknown,,,,,,1977-0440.02,3AS2,15170/0-0075-1977,,,U,,,5
Chamaecyparis pisifera 'Filifera',,plant,,,,,,1972-0784.01,8N02,15190/0-0117-1972,,,G,,,1
Prunus lusitanica,,plant,,,,,,1972-0785.01,8N02,15194/0-0117-1972,,,G,,,1
Fagus sylvatica,,plant,,,,,,1975-0956.01,8N02,15197/0-5130-1975,,,G,,,1
Cedrus deodara,,plant,,,,,,1972-0787.01,3AS2,15216/0-0117-1972,,,G,,,1
Cedrus deodara,,plant,,,,,,1972-0787.03,3AD9,15216/0-0117-1972,,,G,,,1
Cedrus deodara,,plant,,,,,,1972-0787.04,3AD9,15216/0-0117-1972,,,G,,,1
Cedrus deodara,,plant,,,,,,1972-0787.05,3AD9,15216/0-0117-1972,,,G,,,1
Taxus baccata,,plant,,,,,,1972-0789.01,1X01,15223/0-0117-1972,,,G,(fine-leaved selection),,5
Taxus baccata 'Adpressa Variegata',,plant,,,,,,1972-0790.01,LAF2,15224/0-0117-1972,,,G,,,1
Acer sieboldianum,,unknown,,,,,,1985-0021.02,HUBC,15234/0-0104-1985,,,U,,,1
Rosa chinensis 'Viridiflora',,plant,,,,,,1975-0957.03,HUBC,15251/0-5131-1975,,,U,,,1
Daphne mezereum,,plant,,,,,,1974-1343.01,LAM,15276/0-0156-1974,,,G,,,1
Jeffersonia diphylla,,plant,,,,,,1974-1348.01,LNA3,15281/0-0156-1974,,,G,,,3
Rhododendron rex subsp. fictolacteum,,plant,,,,,,1977-0465.01,3AE7,15292/0-0055-1977,,,G,,,2
Rhododendron rex subsp. fictolacteum,,plant,,,,,,1977-0465.02,HUBC,15292/0-0055-1977,,,G,,,1
Rhododendron rex subsp. rex,,plant,,,,,,1977-0466.01,3AE7,15293/0-0055-1977,,,G,,,1
Rhododendron rex subsp. rex,,plant,,,,,,1977-0466.02,3AH7,15293/0-0055-1977,,,G,,,1
Rhododendron rex subsp. rex,,plant,,,,,,1977-0466.03,HUBC,15293/0-0055-1977,,,G,,,1
Rhododendron sutchuenense,,plant,,,,,,1977-0467.01,3AD9,15296/0-0055-1977,,aff.,G,,,1
Rhododendron trichanthum,,plant,,,,,,1977-0468.01,3AD6,15298/0-0227-1977,,,G,,,2
Rhododendron trichanthum,,plant,,,,,,1977-0468.02,HUBC,15298/0-0227-1977,,,G,,,1
Acer carpinifolium,,plant,,,,,,1978-0030.01,3AA5,15356/0-0104-1978,,,G,,,1
Acer carpinifolium,,plant,,,,,,1978-0030.02,HUBC,15356/0-0104-1978,,,G,,,1
Acer carpinifolium,,plant,,,,,,1978-0030.03,HUBC,15356/0-0104-1978,,,G,,,1
Acer capillipes,,plant,,,,,,1978-0031.01,3AF7,15357/0-0104-1978,,,G,,,1
Acer capillipes,,plant,,,,,,1978-0031.02,HUBC,15357/0-0104-1978,,,G,,,1
Acer davidii,,plant,,,,,,1978-0032.02,3AF4,15359/0-0104-1978,,aff.,G,,,1
Acer miyabei,,plant,,,,,,1978-0034.01,3AB1,15362/0-0104-1978,,,G,,,1
Acer miyabei,,plant,,,,,,1978-0034.02,HUBC,15362/0-0104-1978,,,G,,,1
Acer palmatum subsp. amoenum,,plant,,,,,,1978-0035.01,3AC8,15364/0-0104-1978,,,G,,,1
Acer palmatum subsp. amoenum,,plant,,,,,,1978-0035.02,3AA3,15364/0-0104-1978,,,G,,,1
Acer palmatum subsp. amoenum,,plant,,,,,,1978-0035.04,HUBC,15364/0-0104-1978,,,G,,,1
Davidia involucrata,,plant,,,,,,1978-0038.01,3AE4,15371/0-0104-1978,,,G,,,1
Davidia involucrata,,plant,,,,,,1978-0038.02,3AAE,15371/0-0104-1978,,,G,,,1
Diospyros lotus,,plant,,,,,,1978-0039.01,3AAG,15372/0-0104-1978,,,G,,,1
Ginkgo biloba,,plant,,,,,,1978-0041.01,3AA3,15375/0-0104-1978,,,G,,,1
Ginkgo biloba,,plant,,,,,,1978-0041.02,HUBC,15375/0-0104-1978,,,G,,,1
Sorbus folgneri,,unknown,,,,,,1985-0022.01,3ABC,15389/0-0104-1985,,,G,,,1
Sorbus glabriuscula,,plant,,,,,,1978-0043.01,3AC3,15390/0-0104-1978,,,G,,,1
Sorbus glabriuscula,,plant,,,,,,1978-0043.02,HUBC,15390/0-0104-1978,,,G,,,1
Sorbus vilmorinii,,plant,,,,,,1978-0044.02,3AH2,15392/0-0104-1978,,,G,,,1
Sorbus vilmorinii,,plant,,,,,,1978-0044.03,3AAD,15392/0-0104-1978,,,G,,,1
Sarcococca hookeriana var. digyna,,plant,,,,,,1978-0052.01,LAS4,15425/0-0241-1978,,,G,,,mass
Sarcococca hookeriana var. digyna,,plant,,,,,,1978-0052.02,1P03,15425/0-0241-1978,,,G,,,1
Aubrieta olympica,,seed,,,,,,1977-0530.01,LAM,15495/0-0285-1977,,,G,,,1
Aubrieta olympica,,seed,,,,,,1977-0530.02,LAM,15495/0-0285-1977,,,G,,,7
Aubrieta olympica,,seed,,,,,,1977-0530.03,LAM,15495/0-0285-1977,,,G,,,many
Aubrieta olympica,,seed,,,,,,1977-0530.04,LAM,15495/0-0285-1977,,,G,,,many
Primula denticulata,,seed,,,,,,1977-0533.03,3AA8,15498/0-0011-1977,,,G,,,5
Primula denticulata,,seed,,,,,,1977-0533.11,3AB2,15498/0-0011-1977,,,G,,,15
Hacquetia epipactis,,plant,,,,,,1978-0068.02,LEU2,15517/0-0369-1978,,,G,,,1
Betula utilis var. utilis,,plant,,,,,,1978-0069.01,3AA2,15525/0-0013-1978,,,G,,,1
Betula platyphylla,,plant,,,,,,1978-0071.01,3AD9,15528/0-0013-1978,,,G,,,1
Bulbine semibarbata,,seed,,,,,,1977-0548.02,HUBC,15553/0-0344-1977,,,U,,,1
Erigeron linearis,Meziadin Lake (east side of road),seed,,,56.066667,-128.7,Canada,1977-0553.01,1B34,15559/0-0284-1977,AAR.77588,,W,,"Rose, Allan A.",1
Hydrangea strigosa,,plant,,,,,,1978-0079.01,3AA5,15655/0-0013-1978,,,G,,,1
Hydrangea strigosa,,plant,,,,,,1978-0079.03,3AC5,15655/0-0013-1978,,,G,,,2
Hydrangea strigosa,,plant,,,,,,1978-0079.04,HUBC,15655/0-0013-1978,,,G,,,1
Viburnum cinnamomifolium,,plant,,,,,,1978-0080.01,3AC5,15662/0-0013-1978,,,G,,,1
Viburnum cinnamomifolium,,plant,,,,,,1978-0080.02,3AD9,15662/0-0013-1978,,,G,,,1
Viburnum cinnamomifolium,,plant,,,,,,1978-0080.03,3AC6,15662/0-0013-1978,,,G,,,4
Viburnum cinnamomifolium,,plant,,,,,,1978-0080.04,HUBC,15662/0-0013-1978,,,G,,,1
Oxalis oregana,"rd.into Bamfield,VI",plant,,,,,Canada,1978-0082.01,1B30,15664/0-0055-1978,,,W,,,1
Oxalis oregana,"rd.into Bamfield,VI",plant,,,,,Canada,1978-0082.02,1B18,15664/0-0055-1978,,,W,,,1
Oxalis oregana,"rd.into Bamfield,VI",plant,,,,,Canada,1978-0082.03,HUBC,15664/0-0055-1978,,,W,,,1
Betula maximowicziana,"ex seed,Nikko Yumoto",plant,,,,,Japan,1978-0083.02,3AD9,15670/0-0083-1978,,,W,,,1
Rhododendron rubiginosum 'Rosey Ball',,plant,,,,,,1978-0084.01,3AB5,15690/0-0303-1978,,,G,,,1
Magnolia dawsoniana,,plant,,,,,,1978-0091.01,3AA2,15711/0-0328-1978,,,G,,,1
Magnolia dawsoniana,,plant,,,,,,1978-0091.02,HUBC,15711/0-0328-1978,,,G,,,1
Magnolia dawsoniana,,plant,,,,,,1978-0091.03,HUBC,15711/0-0328-1978,,,G,,,1
Magnolia dawsoniana,,plant,,,,,,1978-0091.04,HUBC,15711/0-0328-1978,,,G,,,1
Paeonia peregrina,,seed,,,,,,1975-0959.01,LEU1,15731/0-0311-1975,,,G,,,1
Paeonia peregrina,,seed,,,,,,1975-0959.02,HUBC,15731/0-0311-1975,,,G,,,1
Paeonia peregrina,,seed,,,,,,1975-0959.03,HUBC,15731/0-0311-1975,,,G,,,1
Kniphofia triangularis subsp. obtusiloba,,plant,,,,,,1978-0094.01,LAF1,15748/0-0055-1978,,,G,,,4
Kniphofia triangularis subsp. obtusiloba,,plant,,,,,,1978-0094.03,LAF2,15748/0-0055-1978,,,G,,,3
Kniphofia triangularis subsp. obtusiloba,,plant,,,,,,1978-0094.04,HUBC,15748/0-0055-1978,,,G,,,1
Berberis × stenophylla 'Corallina Compacta',,plant,,,,,,1978-0103.01,LSA1,15760/0-0241-1978,,,G,,,1
Berberis × stenophylla 'Corallina Compacta',,plant,,,,,,1978-0103.03,LSA2,15760/0-0241-1978,,,G,,,3
Pieris japonica 'Snowdrift',,plant,,,,,,1978-0104.02,HUBC,15763/0-0241-1978,,,G,,,1
Rhododendron prostratum,,plant,,,,,,1978-0106.02,HUBC,15766/0-0241-1978,,,G,,,1
Spiraea nipponica 'Snowmound',,plant,,,,,,1978-0108.01,3ABB,15769/0-0241-1978,,,G,,,1
Spiraea nipponica 'Snowmound',,plant,,,,,,1978-0108.04,3AC7,15769/0-0241-1978,,,G,,,1
Baccharis (MW.0581),"coll.Peru,14200'",seed,,,,,Peru,1977-0594.02,HUBC,15798/0-0289-1977,MW.0581,,W,,"MacPhail, Jim",1
Berberis gyalaica,,seed,,,,,,1976-0767.01,3AE5,15803/0-0050-1976,,,G,,,1
Berberis gyalaica,,seed,,,,,,1976-0767.02,HUBC,15803/0-0050-1976,,,G,,,1
Nyssa sylvatica,,seed,,,,,,1976-0768.01,1K09,15807/0-0050-1976,,,G,,,1
Neillia thibetica,,seed,,,,,,1977-0595.01,3AB5,15817/0-0011-1977,,,G,,,2
Enkianthus cernuus f. rubens,,seed,,,,,,1977-0596.02,3AD1,15819/0-0068-1977,,,G,,,2
Enkianthus cernuus f. rubens,,seed,,,,,,1977-0596.03,3AD6,15819/0-0068-1977,,,G,,,1
Othonnopsis cheirifolia,,seed,,,,,,1977-0598.02,HUBC,15830/0-0011-1977,,,U,,,1
Daphne blagayana,,plant,,,,,,1978-0115.01,LEU,15840/0-0369-1978,,,G,,,1
Epimedium pinnatum subsp. colchicum,,plant,,,,,,1974-1353.01,LAS3,15845/0-0156-1974,,,U,,,1
Epimedium × rubrum,,plant,,,,,,1974-1354.01,LAS5,15846/0-0156-1974,,,G,,,5
Epimedium × rubrum,,plant,,,,,,1974-1354.02,LAS4,15846/0-0156-1974,,,G,,,5
Epimedium × rubrum,,plant,,,,,,1974-1355.01,LAS4,15847/0-0156-1974,,,G,,,1
Epimedium × rubrum,,plant,,,,,,1974-1355.02,LAS2,15847/0-0156-1974,,,G,,,8
Hedera helix 'Goldheart',,plant,,,,,,1976-0774.02,HUBC,15976/0-0241-1976,,,U,,,1
Acer sempervirens,,unrooted cutting,,,,,,1977-0613.01,LAS1,16013/0-0050-1977,,,G,,,1
Acer sempervirens,,unrooted cutting,,,,,,1977-0613.02,HUBC,16013/0-0050-1977,,,G,,,1
Cotoneaster horizontalis var. perpusillus,,layer,,,,,,1978-0222.01,3AD7,16040/0-0104-1978,,,G,,,1
Cotoneaster horizontalis var. perpusillus,,layer,,,,,,1978-0222.03,3AE6,16040/0-0104-1978,,,G,,,2
Cotoneaster horizontalis var. perpusillus,,layer,,,,,,1978-0222.04,3AE2,16040/0-0104-1978,,,G,,,28
Cotoneaster horizontalis var. perpusillus,,layer,,,,,,1978-0222.05,3AB2,16040/0-0104-1978,,,G,,,4
Arabis androsacea,Elgaz Dag,seed,,,,,Turkey,1978-0240.01,LAM,16080/0-0156-1978,M.1234,cf.,W,,"MacPhail, Jim",9
Arabis androsacea,Elgaz Dag,seed,,,,,Turkey,1978-0240.02,HUBC,16080/0-0156-1978,M.1234,cf.,W,,"MacPhail, Jim",1
Meliosma myriantha,,seed,,,,,,1977-0640.01,3AJ1,16099/0-0068-1977,,,G,,,1
Meliosma myriantha,,seed,,,,,,1977-0640.03,3ABA,16099/0-0068-1977,,,G,,,1
Meliosma myriantha,,seed,,,,,,1977-0640.04,HUBC,16099/0-0068-1977,,,G,,,1
Meliosma myriantha,,seed,,,,,,1977-0640.05,HUBC,16099/0-0068-1977,,,G,,,1
Peltoboykinia tellimoides,,seed,,,,,,1977-0663.02,HUBC,16209/0-0094-1977,,,U,,,1
Colletia hystrix 'Rosea',,seed,,,,,,1977-0669.01,LSA2,16223/0-0342-1977,,,U,,,1
Pinus armandii,,seed,,,,,,1977-0672.01,3AS4,16234/0-0334-1977,,,G,,,3
Pinus armandii,,seed,,,,,,1977-0672.02,3AS3,16234/0-0334-1977,,,G,,,1
Primula macrocalyx,,seed,,,,,,1977-0678.02,HUBC,16271/0-0350-1977,,,U,,,1
Malus asiatica,,seed,,,,,,1977-0681.01,3AS2,16274/0-0351-1977,,,G,,,1
Bergenia ciliata,,seed,,,,,,1978-0292.01,3AE8,16297/0-0127-1978,,,G,,,1
Globularia trichosantha,"Ilgaz Dag, 7400', Kastamgvov",seed,2255,,,,Turkey,1978-0294.01,LAM,16300/0-0156-1978,M.1236,,W,,"MacPhail, Jim",2
Globularia trichosantha,"Ilgaz Dag, 7400', Kastamgvov",seed,2255,,,,Turkey,1978-0294.02,LAM,16300/0-0156-1978,M.1236,,W,,"MacPhail, Jim",3
Globularia trichosantha,"Ilgaz Dag, 7400', Kastamgvov",seed,2255,,,,Turkey,1978-0294.03,HUBC,16300/0-0156-1978,M.1236,,W,,"MacPhail, Jim",1
Daphne alpina,,seed,,,,,,1997-0007.02,LEU,16306/1-0175-1997,,,G,,,2
Daphne laureola subsp. philippii,,unrooted cutting,,,,,,1977-0688.02,1P01,16351/0-0050-1977,,,G,,,1
