"ID","TaxonID","Taxon","Trait","Data","Units","DataType","Method","SourceID","Region","Lat","Long","Alt","Accuracy","Comments"
"C08959",2915,"Rhamnus alaternus","DeadFuel","12.127","%","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"A01338",2915,"Rhamnus alaternus","DeadFuel","8","%","quantitative","measure","SauraMas2010","W",40.3,0.18,,"Low",
"A09322",2915,"Rhamnus alaternus","LDMC","388.39","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A07328",2915,"Rhamnus alaternus","LDMC","406.0","mg/g","quantitative","measure","Paula2006b","W",39.04617,-0.254576,440,"Mod","f.c. obtained from authors. SD = 10.3 mg/g (n = 10 plants). Sampling: summer"
"E03831",2915,"Rhamnus alaternus","Clonality","yes","[5]","categorical","experience","Attica2008","E",38,23.7,,"Low",
"E03991",2915,"Rhamnus alaternus","Clonality","no","[5]","categorical","general reference","Valdes1987","W",37.5,-5.77,,"Low",
"C01649",2915,"Rhamnus alaternus","Clonality","roots","[5]","categorical","experience","Valencia2008","W",39.5,-0.75,,"Low","f.c. observed in few plants"
"A07427",2915,"Rhamnus alaternus","d13C","-28.67","(ratio)","quantitative","measure","Paula2006b","W",39.04617,-0.254576,440,"Mod","f.c. obtained from authors. pooled aliquot samples of 10 individuals. Sampling: summer"
"E03836",2915,"Rhamnus alaternus","Lifespan","long","[5]","semi-quantitative","general reference","Tutin1964","U",,,,,
"A16956",2915,"Rhamnus alaternus","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"C00368",2915,"Rhamnus alaternus","NutritionalRelat","others","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow","f.a. actinorrhizas and non-described type"
"A10007",2915,"Rhamnus alaternus","P50","-8.09","MPa","quantitative","compilation","Pausas2016b","U",,,,,
"A06466",2915,"Rhamnus alaternus","Spinescence","no","[2]","boolean","experience","Consensus2017","U",,,,,
"C00416",2915,"Rhamnus alaternus","SRR","1.26","(ratio)","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"A06176",2915,"Rhamnus alaternus","DispMode","NO","[9]","categorical","compilation","Consensus2017","U",,,,,""
"A06551",2915,"Rhamnus alaternus","Diaspore","fruit","[3]","categorical","general reference","Consensus2017","U",,,,,
"A13412",2915,"Rhamnus alaternus","FruitMass","58.8","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow","f.a. Fruit fresh weight=137mg"
"A13410",2915,"Rhamnus alaternus","FruitMass","62.8","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow","f.a. Fruit fresh weight=178mg"
"A01946",2915,"Rhamnus alaternus","FruitMass","60.1","mg","quantitative","measure","CastroDiez2003","W",41.97,-0.63,,"Low",
"A06277",2915,"Rhamnus alaternus","FruitType","fleshy","[2]","categorical","experience","Consensus2017","U",,,,,
"A08515",2915,"Rhamnus alaternus","SeedMass","6.19","mg","quantitative","measure","Ballesteros2015","C",40,9,,"Low",
"A01824",2915,"Rhamnus alaternus","SeedMass","8.67","mg","quantitative","measure","Paula2011b","W",38.33,-2.07,650,"VLow",
"A13351",2915,"Rhamnus alaternus","SeedMass","16","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow",
"A10244",2915,"Rhamnus alaternus","SeedMass","8.44","mg","quantitative","measure","Peman2012","W",39.5,-0.75,,"Low",
"A10396",2915,"Rhamnus alaternus","SeedMass","8.66","mg","quantitative","measure","Peman2012","W",40,-4,,"VLow",
"A13353",2915,"Rhamnus alaternus","SeedMass","12","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow",
"A09203",2915,"Rhamnus alaternus","SeedMass","8.05","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A01945",2915,"Rhamnus alaternus","SeedMass","8.6","mg","quantitative","measure","CastroDiez2003","W",41.97,-0.63,,"Low",
"C01173",2915,"Rhamnus alaternus","SeedMass","8.28","mg","quantitative","measure","BLlavors2001","W",39.5,-0.75,,"Low",
"E04699",2915,"Rhamnus alaternus","SeedProd","many","[4]","semi-quantitative","experience","Cuenca2008","W",39.8,-1.4,,"Mod",
"E04735",2915,"Rhamnus alaternus","SeedShape","1","(ratio)","quantitative","general reference","Valdes1987","W",37.5,-5.77,,"Low",
"C01246",2915,"Rhamnus alaternus","SeedShape","irregular","[2]","semi-quantitative","experience","Valencia2008","W",39.5,-0.75,,"Low",
"E03830",2915,"Rhamnus alaternus","BudSource","root crown","[13]","categorical","experience","Attica2008","E",38,23.7,,"Low",
"A13095",2915,"Rhamnus alaternus","BudSource","root crown","[13]","categorical","measure","Valencia2008","W",39.5,-0.75,,"Low",
"C04963",2915,"Rhamnus alaternus","RespClip","yes","[2]","boolean","measure","Valencia2008","W",39.5,-0.75,,"Low",
"R01403",2915,"Rhamnus alaternus","RespClip","yes","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"E03838",2915,"Rhamnus alaternus","RespFire","high","[2]","semi-quantitative","compilation","Kazanis2005","E",39,22,,"VLow",
"C07344",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"C04508",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","compilation","Andres2002","W",36.43,-5.56,,"Low",
"R01402",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"R00224",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"R00442",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","compilation","Naveh1975","M",31,35,,"Low",
"E04602",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","experience","Cuenca2008","W",39.8,-1.4,,"Mod",
"A00101",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","experience","SauraMas2009","W",42.26667,-3.4,,"High",
"R01312",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","measure","Pausas1999b","W",39.49,-1.1,,"Low",
"C04419",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","experience","Reyes2009","W",43.64,3.81,,"Low",
"R01416",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","measure","Pausas2003","W",40.11,0.08,,"Mod",
"A00075",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","experience","Verdu2009","W",37.98229,-2.906106,1100,"Mod",
"R01273",2915,"Rhamnus alaternus","RespFire","yes","[2]","boolean","compilation","Lloret2003","W",41.29,1.87,350,"Mod",
"S00360",2915,"Rhamnus alaternus","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Reyes2009","W",43.64,3.81,,"Low",
"S00359",2915,"Rhamnus alaternus","ChemCues","inhibition|smk","[3]","semi-quantitative conditional","measure","Crosti2006","U",,,,,
"S00184",2915,"Rhamnus alaternus","HeatStimGerm","low|LMH","[5]","semi-quantitative conditional","measure","Reyes2009","W",43.64,3.81,,"Low",
"C05187",2915,"Rhamnus alaternus","SoilSeedBank","persistent|unk","[7]","semi-quantitative conditional","compilation","Crosti2006","U",,,,,
"E03839",2915,"Rhamnus alaternus","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","experience","Attica2008","E",38,23.7,,"Low",
"C00964",2915,"Rhamnus alaternus","SoilSeedBank","transient|dor","[7]","semi-quantitative conditional","compilation","GciaFayos2001","W",39.4,-1.4,,"VLow",
"C03961",2915,"Rhamnus alaternus","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","PerezFdez2001","W",40,-4,,"VLow",
"E04662",2915,"Rhamnus alaternus","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","experience","Cuenca2008","W",39.8,-1.4,,"Mod",
"C07434",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","experience","Alberdi2002","W",42.65,-2.28,1000,"High",
"R03269",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R03904",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","compilation","Lloret2003","W",41.29,1.87,350,"Mod",
"R02992",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"E04672",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","measure","Cuenca2008","W",39.8,-1.4,,"Mod",
"R03954",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"R03173",2915,"Rhamnus alaternus","SeedlEmerg","no","[2]","boolean","compilation","Naveh1975","M",31,35,,"Low",
"A13574",6583,"Rhamnus alpina","GrowthForm","large shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A13474",6583,"Rhamnus alpina","DispMode","Z","[9]","categorical","experience","Herrera1987c","W",,,,,"f.a. By Birds"
"A13415",6583,"Rhamnus alpina","FruitMass","100","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow","f.a. Fruit fresh weight=339mg"
"A13533",6583,"Rhamnus alpina","FruitType","fleshy","[2]","categorical","experience","Herrera1987c","W",,,,,"f.a. Berry"
"A13356",6583,"Rhamnus alpina","SeedMass","16","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow",
"A10451",6041,"Rhamnus alpina ssp. alpina","GrowthForm","large shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10302",6041,"Rhamnus alpina ssp. alpina","SeedMass","8.7","mg","quantitative","measure","Peman2012","W",41.38333,-4.45,,"VLow",
"A09714",5736,"Rhamnus cathartica","GrowthForm","large shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A16958",5736,"Rhamnus cathartica","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A16959",5736,"Rhamnus cathartica","DispMode","N","[9]","categorical","compilation","Correia2018","U",,,,,
"A13414",5736,"Rhamnus cathartica","FruitMass","88.1","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow","f.a. Fruit fresh weight=208mg"
"A13532",5736,"Rhamnus cathartica","FruitType","fleshy","[2]","categorical","experience","Herrera1987c","W",,,,,"f.a. Berry"
"A13355",5736,"Rhamnus cathartica","SeedMass","20","mg","quantitative","measure","Herrera1987c","W",40,-4,,"VLow",
"A08540",5736,"Rhamnus cathartica","SeedMass","19","mg","quantitative","measure","Ballesteros2015","M",33.89,35.73,,"Low",
"A10398",5736,"Rhamnus cathartica","SeedMass","15.07","mg","quantitative","measure","Peman2012","W",40,-4,,"VLow",
"A10724",6080,"Rhamnus hirtellus","GrowthForm","shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10652",6080,"Rhamnus hirtellus","NutritionalRelat","ectomycorrhizal symbiosis","[8]","categorical","measure","Cakan2006","M",36.68,35.1,,"Low",
"A05220",2916,"Rhamnus lycioides","GrowthForm","large shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A15405",2916,"Rhamnus lycioides","LeafDivision","simple","[2]","categorical","general reference","Wright2017","W",,,,,
"A07116",2916,"Rhamnus lycioides","LeafLifespan","20","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A03403",2916,"Rhamnus lycioides","LeafPhenology","winter semi-deciduous","[4]","categorical","general reference","Consensus2017","U",,,,,
"A14187",2916,"Rhamnus lycioides","LeafArea","12.08","mm2","quantitative","measure","Crevillent2017","W",38.27,-0.84,,"Mod",
"A15527",2916,"Rhamnus lycioides","LeafArea","525","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A07877",2916,"Rhamnus lycioides","LeafArea","20","mm2","quantitative","measure","Gross2013","W",38.97855,-2.767416,,"VLow",
"A07028",2916,"Rhamnus lycioides","LNCm","25.6","mg/g","quantitative","measure","VillarSalvador2000","W",,,,,"f.a. Sampling: spring-summer"
"A00811",2916,"Rhamnus lycioides","SLA","8.915","mm2/mg","quantitative","measure","Hernandez2011","W",38.38,-0.43,80,"High","f.c. two-year-old seedlings; f.c. data were obtained from authors"
"A07949",2916,"Rhamnus lycioides","SLA","5.893","mm2/mg","quantitative","measure","Gross2013","W",38.97855,-2.767416,,"VLow",
"A15649",2916,"Rhamnus lycioides","SLA","22.22","mm2/mg","quantitative","measure","Riva2016u","W",37.94,-4.77,200,"High",
"A14429",2916,"Rhamnus lycioides","SLA","4.862","mm2/mg","quantitative","measure","Crevillent2017","W",38.27,-0.84,,"Mod",
"A09095",2916,"Rhamnus lycioides","SLA","10.77","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"C00294",2916,"Rhamnus lycioides","Height","1.71","m","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"A07841",2916,"Rhamnus lycioides","Height","0.752","m","quantitative","measure","Gross2013","W",38.97855,-2.767416,,"VLow",
"A07293",2916,"Rhamnus lycioides","Height","2.5","m","quantitative","compilation","VillarSalvador2000","W",,,,,"f.c. corrected data, originally from different Floras"
"A15053",2916,"Rhamnus lycioides","Height","1.11","m","quantitative","measure","Gazol2017","W",41.42,0.09,275,"High",
"C08976",2916,"Rhamnus lycioides","CFFuel","0.901","(ratio)","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"E05099",2916,"Rhamnus lycioides","DeadFuel","medium","[3]","semi-quantitative","measure","Fernandes1993","W",41.16,-8.6,,"Low",
"C08960",2916,"Rhamnus lycioides","DeadFuel","17.541","%","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"A09323",2916,"Rhamnus lycioides","LDMC","343.74","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A16960",2916,"Rhamnus lycioides","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"C00369",2916,"Rhamnus lycioides","NutritionalRelat","others","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow","f.a. actinorrhizas and, possibibly, endomycorrhizas"
"A10008",2916,"Rhamnus lycioides","P50","-8.40","MPa","quantitative","compilation","Pausas2016b","U",,,,,
"A14661",2916,"Rhamnus lycioides","RootDepth","0.3","m","quantitative","measure","Crevillent2017","W",38.27,-0.84,,"Mod",
"A06177",2916,"Rhamnus lycioides","DispMode","N","[9]","categorical","general reference","Consensus2017","U",,,,,
"C01409",2916,"Rhamnus lycioides","Diaspore","fruit","[3]","categorical","general reference","GciaFayos2001","W",,,,,
"A01948",2916,"Rhamnus lycioides","FruitMass","46.2","mg","quantitative","measure","CastroDiez2003","W",41.97,-0.63,,"Low",
"A13416",2916,"Rhamnus lycioides","FruitMass","61.7","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow","f.a. Fruit fresh weight=132mg"
"A03206",2916,"Rhamnus lycioides","FruitType","fleshy","[2]","categorical","general reference","Tutin1964","U",,,,,
"A13357",2916,"Rhamnus lycioides","SeedMass","12","mg","quantitative","measure","Herrera1987c","W",37.2,-4.2,,"VLow",
"A01947",2916,"Rhamnus lycioides","SeedMass","6.3","mg","quantitative","measure","CastroDiez2003","W",41.97,-0.63,,"Low",
"A09204",2916,"Rhamnus lycioides","SeedMass","7.44","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"C01174",2916,"Rhamnus lycioides","SeedMass","6.41","mg","quantitative","measure","BLlavors2001","W",39.5,-0.75,,"Low",
"A13089",2916,"Rhamnus lycioides","BudSource","root crown","[13]","categorical","experience","Paula2016","W",39.4,-0.55,,"Low",
"R01405",2916,"Rhamnus lycioides","RespClip","yes","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"C04964",2916,"Rhamnus lycioides","RespClip","low","[2]","semi-quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"R01051",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","measure","Abad1996","W",39.5,-0.75,,"Low",
"R01274",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","compilation","Lloret2003","W",41.29,1.87,350,"Mod",
"R01404",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"R00565",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"R00130",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","measure","Clemente1996","W",38.5,-9,,"Mod",
"R01417",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","measure","Pausas2003","W",40.11,0.08,,"Mod",
"C08104",2916,"Rhamnus lycioides","RespFire","yes","[2]","boolean","experience","Clemente2004","W",38.5,-9,,"Mod",
"C08118",2916,"Rhamnus lycioides","SoilSeedBank","transient|bur","[7]","semi-quantitative conditional","measure","Clemente2004","W",38.5,-9,,"Mod",
"C02664",2916,"Rhamnus lycioides","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","Buhk2005b","W",37.87,-1.48,,"Low",
"C03960",2916,"Rhamnus lycioides","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","PerezFdez2001","W",40,-4,,"VLow",
"C00965",2916,"Rhamnus lycioides","SoilSeedBank","transient|dor","[7]","semi-quantitative conditional","compilation","GciaFayos2001","W",39.4,-1.4,,"VLow",
"R03753",2916,"Rhamnus lycioides","SeedlEmerg","no","[2]","boolean","measure","Abad1996","W",39.5,-0.75,,"Low",
"R03955",2916,"Rhamnus lycioides","SeedlEmerg","no","[2]","boolean","general reference","GciaFayos2001","W",39.4,-1.4,,"VLow",
"R03905",2916,"Rhamnus lycioides","SeedlEmerg","no","[2]","boolean","compilation","Lloret2003","W",41.29,1.87,350,"Mod",
"R03270",2916,"Rhamnus lycioides","SeedlEmerg","no","[2]","boolean","compilation","Kazanis2004a","E",38.42,23.54,,"Low",
"C08111",2916,"Rhamnus lycioides","SeedlEmerg","no","[2]","boolean","experience","Clemente2004","W",38.5,-9,,"Mod",
"R02933",2916,"Rhamnus lycioides","SeedlEmerg","no","[2]","boolean","measure","Clemente1996","W",38.5,-9,,"Mod",
"A05217",3328,"Rhamnus lycioides ssp. graecus","GrowthForm","large shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03404",3328,"Rhamnus lycioides ssp. graecus","LeafPhenology","winter deciduous","[4]","categorical","general reference","Tutin1964","U",,,,,
"A06891",3328,"Rhamnus lycioides ssp. graecus","StemDensity","0.68","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A03207",3328,"Rhamnus lycioides ssp. graecus","FruitType","fleshy","[2]","categorical","general reference","Tutin1964","U",,,,,
"E05629",3328,"Rhamnus lycioides ssp. graecus","RespFire","yes","[2]","boolean","experience","Turkmen2005","M",37.35,35.17,530,"High",
"A00625",3328,"Rhamnus lycioides ssp. graecus","RespFire","yes","[2]","boolean","experience","Tavsanoglu2014","M",36.88,28.21,,"Mod",
"A05218",2917,"Rhamnus lycioides ssp. lycioides","GrowthForm","large shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"C00679",2917,"Rhamnus lycioides ssp. lycioides","LeafDivision","simple","[2]","categorical","experience","Valencia2008","W",,,,,
"C00545",2917,"Rhamnus lycioides ssp. lycioides","LeafPhenology","evergreen","[4]","categorical","experience","Valencia2008","W",,,,,
"C00774",2917,"Rhamnus lycioides ssp. lycioides","LeafShape","linear","[7]","categorical","experience","Valencia2008","W",,,,,
"C00869",2917,"Rhamnus lycioides ssp. lycioides","LeafArea","31.4","mm2","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"A07362",2917,"Rhamnus lycioides ssp. lycioides","LNCm","19.23","mg/g","quantitative","measure","Paula2006b","W",39.04617,-0.254576,440,"Mod","f.c. obtained from authors.SD = 2.35 mg/g (n = 10 plants). Sampling: summer"
"C00645",2917,"Rhamnus lycioides ssp. lycioides","SLA","6.63","mm2/mg","quantitative","measure","Valencia2008","W",39.5,-0.75,,"Low",
"C00221",2917,"Rhamnus lycioides ssp. lycioides","Height","2","m","quantitative","general reference","Mateo1990","W",,,,,
"A07329",2917,"Rhamnus lycioides ssp. lycioides","LDMC","427.2","mg/g","quantitative","measure","Paula2006b","W",39.04617,-0.254576,440,"Mod","f.c. obtained from authors. SD = 10 mg/g (n = 10 plants). Sampling: summer"
"A07428",2917,"Rhamnus lycioides ssp. lycioides","d13C","-28.65","(ratio)","quantitative","measure","Paula2006b","W",39.04617,-0.254576,440,"Mod","f.c. obtained from authors. pooled aliquot samples of 10 individuals. Sampling: summer"
"C00450",2917,"Rhamnus lycioides ssp. lycioides","Spinescence","yes","[2]","boolean","experience","Valencia2008","W",,,,,
"C01316",2917,"Rhamnus lycioides ssp. lycioides","FruitType","fleshy","[2]","categorical","experience","Valencia2008","W",,,,,
"A08498",2917,"Rhamnus lycioides ssp. lycioides","SeedMass","6.7","mg","quantitative","measure","Ballesteros2015","W",39.5,-0.75,,"Low",
"A10245",2917,"Rhamnus lycioides ssp. lycioides","SeedMass","6.22","mg","quantitative","measure","Peman2012","W",39.5,-0.75,,"Low",
"C01247",2917,"Rhamnus lycioides ssp. lycioides","SeedShape","irregular","[2]","semi-quantitative","experience","Valencia2008","W",39.5,-0.75,,"Low",
"A05219",2918,"Rhamnus lycioides ssp. oleoides","GrowthForm","large shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A03405",2918,"Rhamnus lycioides ssp. oleoides","LeafPhenology","evergreen","[4]","categorical","general reference","Tutin1964","U",,,,,
"A10844",2918,"Rhamnus lycioides ssp. oleoides","Height","1.12","m","quantitative","measure","Gulias2012","W",39.37,2.83,75,"High","f.a. ±0.06 (SE)"
"A10845",2918,"Rhamnus lycioides ssp. oleoides","Height","0.78","m","quantitative","measure","Gulias2012","W",39.73,2.7,800,"High","f.a. ±0.06 (SE)"
"E02346",2918,"Rhamnus lycioides ssp. oleoides","Lifespan","long","[5]","semi-quantitative","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"A03208",2918,"Rhamnus lycioides ssp. oleoides","FruitType","fleshy","[2]","categorical","general reference","Tutin1964","U",,,,,
"C10765",2918,"Rhamnus lycioides ssp. oleoides","SeedMass","5","mg","quantitative","measure","Pausas2008","W",40,-0.7,,"VLow",
"A10846",2918,"Rhamnus lycioides ssp. oleoides","SeedMass","6.6","mg","quantitative","measure","Gulias2012","W",39.37,2.83,75,"High","f.a. ±0.24 (SE)"
"A10847",2918,"Rhamnus lycioides ssp. oleoides","SeedMass","6.2","mg","quantitative","measure","Gulias2012","W",39.73,2.7,800,"High","f.a. ±0.18 (SE)"
"A10848",2918,"Rhamnus lycioides ssp. oleoides","SeedShape","2.5","(ratio)","quantitative","measure","Gulias2012","W",39.37,2.83,75,"High","f.c. =4.0/1.6"
"A10849",2918,"Rhamnus lycioides ssp. oleoides","SeedShape","1.1","(ratio)","quantitative","measure","Gulias2012","W",39.73,2.7,800,"High","f.c. =1.6/1.5"
"E02348",2918,"Rhamnus lycioides ssp. oleoides","BudSource","rhizomes or roots","[13]","categorical","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"C05682",2918,"Rhamnus lycioides ssp. oleoides","BudSource","basal burl","[13]","categorical","experience","Valencia2008","W",39.5,-0.75,,"Low",
"R01178",2918,"Rhamnus lycioides ssp. oleoides","RespDist","yes","[2]","boolean","compilation","Gallego2004","W",36.7,-5.35,,"Mod",
"R00407",2918,"Rhamnus lycioides ssp. oleoides","RespDist","yes","[2]","boolean","compilation","Arroyo1990","W",36.9,-5.3,,"Low",
"E02347",2918,"Rhamnus lycioides ssp. oleoides","RespFire","high","[2]","semi-quantitative","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"E02455",2918,"Rhamnus lycioides ssp. oleoides","SeedlEmerg","no","[2]","boolean","experience","Gibraltar2008","W",36.2,-5.6,,"Low",
"R03974",2918,"Rhamnus lycioides ssp. oleoides","SeedlEmerg","no","[2]","boolean","compilation","Gallego2004","W",36.7,-5.35,,"Mod",
"A05221",4064,"Rhamnus palaestina","GrowthForm","large shrub","[13]","categorical","general reference","Zohary1965","U",,,,,
"A13564",4064,"Rhamnus palaestina","DispMode","Z","[9]","categorical","experience","Izhaki1989","M",,,,,
"A03209",4064,"Rhamnus palaestina","FruitType","fleshy","[2]","categorical","general reference","Tutin1964","U",,,,,
"R00443",4064,"Rhamnus palaestina","RespFire","yes","[2]","boolean","compilation","Naveh1975","M",31,35,,"Low",
"C06825",4064,"Rhamnus palaestina","RespFire","yes","[2]","boolean","compilation","Arianoutsou2000","M",32.71,35.03,,"Mod",
"R03174",4064,"Rhamnus palaestina","SeedlEmerg","no","[2]","boolean","compilation","Naveh1975","M",31,35,,"Low",
"C06935",4064,"Rhamnus palaestina","SeedlEmerg","no","[2]","boolean","compilation","Arianoutsou2000","M",32.71,35.03,,"Mod",
"A09715",5738,"Rhamnus punctata","GrowthForm","large shrub","[13]","categorical","general reference","Davis1965","U",,,,,
"A09807",5738,"Rhamnus punctata","Spinescence","yes","[2]","boolean","general reference","Consensus2017","U",,,,,
"A08541",5738,"Rhamnus punctata","SeedMass","13.5","mg","quantitative","measure","Ballesteros2015","M",33.89,35.73,,"Low",
"A05576",4159,"Rhamnus pyrellus","GrowthForm","shrub","[13]","categorical","general reference","Davis1965","U",,,,,
"A00626",4159,"Rhamnus pyrellus","RespFire","yes","[2]","boolean","experience","Tavsanoglu2014","M",36.88,28.21,,"Mod",
"A05222",2920,"Rhamnus saxatilis","GrowthForm","shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A07117",2920,"Rhamnus saxatilis","LeafLifespan","6","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A03406",2920,"Rhamnus saxatilis","LeafPhenology","winter deciduous","[4]","categorical","general reference","Tutin1964","U",,,,,
"C05511",2920,"Rhamnus saxatilis","DispMode","N","[9]","categorical","compilation","Trabaud1992","U",,,,,
"A03210",2920,"Rhamnus saxatilis","FruitType","fleshy","[2]","categorical","general reference","Tutin1964","U",,,,,
"C02017",2920,"Rhamnus saxatilis","SeedMass","10.53","mg","quantitative","measure","Cerabolini2003","C",,,,,
"R00229",2920,"Rhamnus saxatilis","RespFire","yes","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"A00076",2920,"Rhamnus saxatilis","RespFire","yes","[2]","boolean","experience","Verdu2009","W",37.98229,-2.906106,1100,"Mod",
"C02167",2920,"Rhamnus saxatilis","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"R02997",2920,"Rhamnus saxatilis","SeedlEmerg","no","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"A08320",5441,"Ziziphus jujuba","GrowthForm","tree","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06894",5441,"Ziziphus jujuba","StemDensity","0.44","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A05553",3264,"Ziziphus lotus","GrowthForm","shrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A15404",3264,"Ziziphus lotus","LeafDivision","simple","[2]","categorical","general reference","Wright2017","W",,,,,
"A15526",3264,"Ziziphus lotus","LeafArea","75","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A06892",3264,"Ziziphus lotus","StemDensity","0.61","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"C01631",3264,"Ziziphus lotus","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Honrubia1992","W",40,-4,,"VLow",
"A17715",3264,"Ziziphus lotus","DispMode","N","[9]","categorical","measure","Cancio2017","W",,,,,"f.a. Found in fox scats"
